,site,crit,browser,i,lt,fp,fcp,e
41_1_3,yale,0,firefox,3,1195,1284.2,857,6.7930507725
41_1_4,yale,0,firefox,4,1224,1665.6,1211,12.894333053499995
41_1_5,yale,0,firefox,5,1378,1598.1,1044,7.348889425500001
41_1_6,yale,0,firefox,6,2236,2050,1951,16.45821093
41_1_7,yale,0,firefox,7,2368,803,1982,7.0250052105
41_1_8,yale,0,firefox,8,1308,618.8,922,11.742785899
41_1_9,yale,0,firefox,9,1235,1148.7,864,9.2584143635
42_0_0,moz,1,chrome,0,1521,1487.1,1487.1,7.598926337
42_0_1,moz,1,chrome,1,1634,1612.8,1612.8,8.851585637
42_0_2,moz,1,chrome,2,1593,1557.2,1557.2,15.921218765500004
42_0_3,moz,1,chrome,3,1459,1425.6,1425.6,12.920459602
42_0_4,moz,1,chrome,4,1548,1501.7,1501.7,9.980684717
42_0_5,moz,1,chrome,5,1530,1491.6,1491.6,24.6413764045
42_0_6,moz,1,chrome,6,1589,1542.2,1542.2,12.3351260505
42_0_7,moz,1,chrome,7,1553,1506.4,1506.4,17.1520976775
42_0_8,moz,1,chrome,8,3216,2161.4,2161.4,13.380143593
42_0_9,moz,1,chrome,9,1637,1479.6,1479.6,9.4925167685
42_1_0,moz,1,firefox,0,4317,869.3,3165,13.303832494999998
42_1_1,moz,1,firefox,1,2978,1282.4,2008,16.878191557500003
42_1_2,moz,1,firefox,2,3950,897.2,3009,11.8731494145
42_1_3,moz,1,firefox,3,2982,1028.2,2005,16.280893261
42_1_4,moz,1,firefox,4,3959,1185.7,3068,19.0851365085
42_1_5,moz,1,firefox,5,2940,1057.8,1905,15.114510535
42_1_6,moz,1,firefox,6,4915,1783.9,3631,14.130942149
42_1_7,moz,1,firefox,7,4805,1261.5,3523,13.384201204
42_1_8,moz,1,firefox,8,2858,786.1,2016,14.284268012999998
42_1_9,moz,1,firefox,9,4073,2607.1,3111,20.4667914885
43_0_0,ietf,1,chrome,0,693,663,663,3.3906820845000003
43_0_1,ietf,1,chrome,1,568,623.1,623.1,1.4977765335
43_0_2,ietf,1,chrome,2,621,677.7,677.7,2.588904361
43_0_3,ietf,1,chrome,3,653,702.8,702.8,2.729695162
43_0_4,ietf,1,chrome,4,620,690.9,690.9,4.170716396
43_0_5,ietf,1,chrome,5,751,824,824,6.20314295
43_0_6,ietf,1,chrome,6,886,1124.2,1124.2,2.34828695
43_0_7,ietf,1,chrome,7,612,659.2,659.2,6.238736000000002
43_0_8,ietf,1,chrome,8,589,640.8,640.8,4.9280656155
43_0_9,ietf,1,chrome,9,608,699.2,699.2,5.441632839
43_1_0,ietf,1,firefox,0,480,1423.4,349,7.024064839
43_1_1,ietf,1,firefox,1,510,1033.2,362,9.3178301675
43_1_2,ietf,1,firefox,2,548,1258.5,397,8.2895578995
43_1_3,ietf,1,firefox,3,477,388.6,349,9.0878874315
43_1_4,ietf,1,firefox,4,419,1665.6,294,10.394986264500004
43_1_5,ietf,1,firefox,5,439,1319.6,282,13.787552503
43_1_6,ietf,1,firefox,6,538,1302.8,317,5.608282526
43_1_7,ietf,1,firefox,7,865,1364.3,572,12.56642666
43_1_8,ietf,1,firefox,8,508,2487.1,298,7.293614572
43_1_9,ietf,1,firefox,9,487,1338.4,318,6.844343576499998
44_0_0,drupal,1,chrome,0,2527,659,659,12.9190059875
44_0_1,drupal,1,chrome,1,2462,738.4,738.4,13.3571631445
44_0_2,drupal,1,chrome,2,2642,736.8,736.8,41.429029476
44_0_3,drupal,1,chrome,3,2563,692.4,692.4,32.197211016000004
44_0_4,drupal,1,chrome,4,2524,636.5,636.5,1.3683710549999997
44_0_5,drupal,1,chrome,5,2558,794.8,794.8,33.7038220205
44_0_6,drupal,1,chrome,6,2809,1290.1,1290.1,7.937437740499997
44_0_7,drupal,1,chrome,7,3706,1513.7,1513.7,33.00639910950001
44_0_8,drupal,1,chrome,8,2547,767,767,32.0830297925
44_0_9,drupal,1,chrome,9,2577,822.1,822.1,36.710796417
44_1_0,drupal,1,firefox,0,1664,698.3,574,15.337432540000009
44_1_1,drupal,1,firefox,1,2444,683.1,482,49.08155105349999
44_1_2,drupal,1,firefox,2,2370,725.5,506,34.843560651
44_1_3,drupal,1,firefox,3,2127,605,520,27.215621115500007
44_1_4,drupal,1,firefox,4,2307,2050,512,37.31699316350001
44_1_5,drupal,1,firefox,5,2133,564.3,507,29.2155132665
44_1_6,drupal,1,firefox,6,2148,1736.2,507,27.984451723000003
44_1_7,drupal,1,firefox,7,2366,955,573,39.96341800249999
44_1_8,drupal,1,firefox,8,2959,1532.8,997,43.122704417
44_1_9,drupal,1,firefox,9,1620,1215.8,526,27.655577375
45_0_0,,,,,,,,3.2398865380000004
45_0_1,,,,,,,,4.7703558885
45_0_2,,,,,,,,4.6250163755
45_0_3,,,,,,,,6.26552203
45_0_4,,,,,,,,5.336445319
45_0_5,,,,,,,,6.488966534
45_0_6,,,,,,,,7.6886701295
45_0_7,,,,,,,,5.595340897
45_0_8,,,,,,,,7.9585439615
45_0_9,,,,,,,,9.609492281
45_1_0,,,,,,,,9.5067416365
45_1_1,,,,,,,,12.630345489
45_1_2,,,,,,,,15.0612571425
45_1_3,,,,,,,,11.937495579
45_1_4,,,,,,,,7.203995946
45_1_5,,,,,,,,9.4907658665
45_1_6,,,,,,,,8.4319386565
45_1_7,,,,,,,,13.716301238
45_1_8,,,,,,,,11.601376549999998
45_1_9,,,,,,,,12.760257986500005
46_0_0,cambridge,0,chrome,0,1788,1351,1351,5.8335955345
46_0_1,cambridge,0,chrome,1,1973,1388.2,1388.2,6.6963987175
46_0_2,cambridge,0,chrome,2,1896,1419.1,1419.1,12.857145960500002
46_0_3,cambridge,0,chrome,3,1775,1377.6,1377.6,5.487595773
46_0_4,cambridge,0,chrome,4,2891,2459.1,2459.1,12.7493741505
46_0_5,cambridge,0,chrome,5,1897,1386.1,1386.1,10.294586430499995
46_0_6,cambridge,0,chrome,6,1842,1306,1306,5.645845973999999
46_0_7,cambridge,0,chrome,7,1780,1329.6,1329.6,11.801838495
46_0_8,cambridge,0,chrome,8,1807,1385,1385,6.314511358999999
46_0_9,cambridge,0,chrome,9,2017,1347.1,1347.1,6.308562745
46_1_0,cambridge,0,firefox,0,1905,803.9,830,20.6453747065
46_1_1,cambridge,0,firefox,1,2221,1337.9,910,14.529928801
46_1_2,cambridge,0,firefox,2,1981,940.9,836,11.882494653
46_1_3,cambridge,0,firefox,3,2082,2062.1,840,19.326676367
46_1_4,cambridge,0,firefox,4,2008,863.8,821,10.836098973
46_1_5,cambridge,0,firefox,5,2045,1358.2,849,18.845180605
46_1_6,cambridge,0,firefox,6,1981,869.2,826,10.2481421995
46_1_7,cambridge,0,firefox,7,1951,1302.8,819,16.701951641
46_1_8,cambridge,0,firefox,8,1855,1506.4,802,15.117544333
46_1_9,cambridge,0,firefox,9,2757,1335.4,1410,17.661098666500003
47_0_0,,,,,,,,18.889067753
47_0_1,,,,,,,,23.299364294500005
47_0_2,,,,,,,,10.0902810805
47_0_3,,,,,,,,18.0773477255
47_0_4,,,,,,,,20.5031850205
47_0_5,,,,,,,,19.989682803
47_0_6,,,,,,,,15.1577127895
47_0_7,,,,,,,,9.3105369575
47_0_8,,,,,,,,18.9698297525
47_0_9,,,,,,,,19.103539639
47_1_0,,,,,,,,43.883573962
47_1_1,,,,,,,,31.068808339499995
47_1_2,,,,,,,,36.968277889
47_1_3,,,,,,,,19.2718669485
47_1_4,,,,,,,,18.512069338
47_1_5,,,,,,,,29.772289675
47_1_6,,,,,,,,22.6009039075
47_1_7,,,,,,,,31.49417627
47_1_8,,,,,,,,36.214440006
47_1_9,,,,,,,,28.225985223999995
48_0_0,ft,0,chrome,0,2406,1393.8,1393.8,9.9200847135
48_0_1,ft,0,chrome,1,2619,1384.3,1384.3,11.666751018
48_0_2,ft,0,chrome,2,2410,1464.9,1464.9,10.2056552665
48_0_3,ft,0,chrome,3,2348,1468,1468,9.9308022285
48_0_4,ft,0,chrome,4,2552,1497.1,1497.1,10.52235607
48_0_5,ft,0,chrome,5,2383,1444,1444,9.442054991499996
48_0_6,ft,0,chrome,6,2417,1462.1,1462.1,9.753953832
48_0_7,ft,0,chrome,7,2565,1422.5,1422.5,6.368354815999999
48_0_8,ft,0,chrome,8,2987,1794.4,1794.4,8.193019162
48_0_9,ft,0,chrome,9,2504,1463.2,1463.2,6.459134833999999
48_1_0,ft,0,firefox,0,3094,2016.9,2416,10.505172903999998
48_1_1,ft,0,firefox,1,4077,1292.3,3269,30.0493027985
48_1_2,ft,0,firefox,2,2972,1282.4,2292,17.8523414925
48_1_3,ft,0,firefox,3,4189,1231.9,3548,14.8257148865
48_1_4,ft,0,firefox,4,3065,1011.8,2240,13.6548520755
48_1_5,ft,0,firefox,5,4187,1135.1,3505,21.80394968000001
48_1_6,ft,0,firefox,6,6098,1915.8,4672,20.024403552
48_1_7,ft,0,firefox,7,6068,1923.7,4892,25.2318602695
48_1_8,ft,0,firefox,8,2846,401.9,2291,12.139248443
48_1_9,ft,0,firefox,9,4088,640.8,3397,23.3821892535
49_0_0,blogger,0,chrome,0,534,801.9,801.9,24.9387157025
49_0_1,blogger,0,chrome,1,575,709.4,709.4,29.597824314499995
49_0_2,blogger,0,chrome,2,618,777.1,777.1,25.16668119600001
49_0_3,blogger,0,chrome,3,636,792.7,792.7,26.315157420500004
49_0_4,blogger,0,chrome,4,562,730.5,730.5,2.772685690500001
49_0_5,blogger,0,chrome,5,1238,1335.4,1335.4,23.89366483549999
49_0_6,blogger,0,chrome,6,567,712.8,712.8,17.023896183500003
49_0_7,blogger,0,chrome,7,601,753.8,753.8,22.157833447000005
49_0_8,blogger,0,chrome,8,657,825.6,825.6,26.353762362
49_0_9,blogger,0,chrome,9,598,737.9,737.9,21.8991164365
49_1_0,blogger,0,firefox,0,654,638.9,526,61.271720340499975
49_1_1,blogger,0,firefox,1,736,1180.8,509,75.03779459000002
49_1_2,blogger,0,firefox,2,847,870.8,692,64.766344309
49_1_3,blogger,0,firefox,3,703,970.1,468,61.0163624365
49_1_4,blogger,0,firefox,4,734,679.5,555,68.64741144549998
49_1_5,blogger,0,firefox,5,774,1731,665,72.75808913750002
49_1_6,blogger,0,firefox,6,634,3448.2,491,62.845792981
49_1_7,blogger,0,firefox,7,607,1041.9,324,83.8293681695
49_1_8,blogger,0,firefox,8,912,826.1,436,61.76129626099996
49_1_9,blogger,0,firefox,9,1467,846.6,1156,80.78753874000002
50_0_0,,,,,,,,5.360855051000001
50_0_1,,,,,,,,7.208618093999997
50_0_2,,,,,,,,5.70891642
50_0_3,,,,,,,,4.4233798995
50_0_4,,,,,,,,6.4129557105
50_0_5,,,,,,,,8.9088983725
50_0_6,,,,,,,,6.110683365999999
50_0_7,,,,,,,,6.288614926499999
50_0_8,,,,,,,,9.2522675475
50_0_9,,,,,,,,7.9445510165
50_1_0,,,,,,,,8.638393004000001
50_1_1,,,,,,,,10.998907233
50_1_2,,,,,,,,10.852251566
50_1_3,,,,,,,,13.688724387
50_1_4,,,,,,,,21.2031644615
50_1_5,,,,,,,,18.6631837705
50_1_6,,,,,,,,16.022742677500002
50_1_7,,,,,,,,16.0695823215
50_1_8,,,,,,,,21.177102073
50_1_9,,,,,,,,17.39480995
51_0_0,fda,1,chrome,0,775,644.3,644.3,7.618613598
51_0_1,fda,1,chrome,1,953,748.3,748.3,3.3881772895
51_0_2,fda,1,chrome,2,771,723.8,723.8,3.331507758
51_0_3,fda,1,chrome,3,822,737.4,737.4,9.050285909
51_0_4,fda,1,chrome,4,940,661.4,661.4,6.452860966500001
51_0_5,fda,1,chrome,5,841,716.4,716.4,4.390382197000001
51_0_6,fda,1,chrome,6,1496,1359.7,1359.7,4.111571845999999
51_0_7,fda,1,chrome,7,1500,1213.9,1213.9,8.504171221999998
51_0_8,fda,1,chrome,8,731,700.5,700.5,6.9710536545
51_0_9,fda,1,chrome,9,841,743.2,743.2,3.858504602
51_1_0,fda,1,firefox,0,761,1258.5,476,7.423468440000001
51_1_1,fda,1,firefox,1,755,652.8,469,6.621516269499999
51_1_2,fda,1,firefox,2,842,1295,516,6.605272211
51_1_3,fda,1,firefox,3,1782,787.3,455,14.3703412335
51_1_4,fda,1,firefox,4,888,958.8,575,4.033053028
51_1_5,fda,1,firefox,5,776,1312.5,480,8.661425493
51_1_6,fda,1,firefox,6,1541,1139.2,1042,12.546292294999995
51_1_7,fda,1,firefox,7,760,718,459,8.8008263975
51_1_8,fda,1,firefox,8,790,822.1,492,7.142145521
51_1_9,fda,1,firefox,9,808,1479.6,501,5.4619294285
52_0_0,,,,,,,,2.958653478499999
52_0_1,,,,,,,,8.11899805
52_0_2,,,,,,,,3.4963773775
52_0_3,,,,,,,,4.916227709499999
52_0_4,,,,,,,,2.85641236
52_0_5,,,,,,,,3.480339224000001
52_0_6,,,,,,,,3.504520942
52_0_7,,,,,,,,2.8326208785
52_0_8,,,,,,,,5.190547528999999
52_0_9,,,,,,,,3.4191971060000004
52_1_0,,,,,,,,5.765236338499999
52_1_1,,,,,,,,13.899968284500002
52_1_2,,,,,,,,9.2074512915
52_1_3,,,,,,,,8.9800517705
52_1_4,,,,,,,,8.614451915
52_1_5,,,,,,,,7.2633563785
52_1_6,,,,,,,,7.456448029500001
52_1_7,,,,,,,,6.450936819500001
52_1_8,,,,,,,,8.9810051295
52_1_9,,,,,,,,12.1651257325
53_0_0,ft,1,chrome,0,2478,1356.4,1356.4,19.0174547415
53_0_1,ft,1,chrome,1,2467,1268.4,1268.4,7.824207019999999
53_0_2,ft,1,chrome,2,2245,1292.3,1292.3,11.4662332535
53_0_3,ft,1,chrome,3,2505,1253.8,1253.8,9.2016386035
53_0_4,ft,1,chrome,4,2216,1242.2,1242.2,12.4801203755
53_0_5,ft,1,chrome,5,2381,1312.5,1312.5,14.160754205999996
53_0_6,ft,1,chrome,6,2277,1280,1280,16.0643836465
53_0_7,ft,1,chrome,7,2517,1333.9,1333.9,14.9953883305
53_0_8,ft,1,chrome,8,2233,1261.8,1261.8,11.363564341500002
53_0_9,ft,1,chrome,9,2491,1278.1,1278.1,15.29321163
53_1_0,ft,1,firefox,0,2696,1070.6,1623,13.8927373365
53_1_1,ft,1,firefox,1,2579,794.3,1460,19.8062702695
53_1_2,ft,1,firefox,2,3604,1333.9,2732,10.792247694
53_1_3,ft,1,firefox,3,2695,1258.5,1885,15.165773419
53_1_4,ft,1,firefox,4,3755,2711.9,2820,16.769319556999996
53_1_5,ft,1,firefox,5,3682,661.4,2593,14.815879751
53_1_6,ft,1,firefox,6,3756,2552.2,2854,20.292670405000003
53_1_7,ft,1,firefox,7,2634,581.6,1787,22.0993368735
53_1_8,ft,1,firefox,8,2578,2337.4,1695,30.1304299595
53_1_9,ft,1,firefox,9,3668,905.3,2745,16.288568217999998
54_0_0,,,,,,,,15.424541614
54_0_1,,,,,,,,13.2967313775
54_0_2,,,,,,,,16.097359181
54_0_3,,,,,,,,10.4136518495
54_0_4,,,,,,,,12.014540676499998
54_0_5,,,,,,,,13.8411952125
54_0_6,,,,,,,,5.935484391
54_0_7,,,,,,,,14.4826312775
54_0_8,,,,,,,,12.952143228
54_0_9,,,,,,,,14.0542096485
54_1_0,,,,,,,,19.76789923
54_1_1,,,,,,,,14.8278155855
54_1_2,,,,,,,,18.8534571405
54_1_3,,,,,,,,16.99987648
54_1_4,,,,,,,,22.9380413135
54_1_5,,,,,,,,20.9391755065
54_1_6,,,,,,,,17.9942020105
54_1_7,,,,,,,,17.265050841
54_1_8,,,,,,,,20.1763298335
54_1_9,,,,,,,,22.4476852585
55_0_0,statcounter,1,chrome,0,1248,672.2,672.2,5.626047122000001
55_0_1,statcounter,1,chrome,1,1255,627.3,627.3,6.0246060865
55_0_2,statcounter,1,chrome,2,2149,585.6,585.6,3.362711745500001
55_0_3,statcounter,1,chrome,3,1282,682.2,682.2,5.8055877065
55_0_4,statcounter,1,chrome,4,1745,1176.7,1176.7,6.807110959000001
55_0_5,statcounter,1,chrome,5,1246,576.8,576.8,3.1776767755
55_0_6,statcounter,1,chrome,6,1311,602.8,602.8,4.9602633235
55_0_7,statcounter,1,chrome,7,2337,605.5,605.5,5.738379225499999
55_0_8,statcounter,1,chrome,8,1229,546.8,546.8,5.193669126
55_0_9,statcounter,1,chrome,9,1237,570,570,4.545402338000001
55_1_0,statcounter,1,firefox,0,1958,1834.2,354,10.536682097999998
55_1_1,statcounter,1,firefox,1,1345,1337.9,354,13.6444113295
55_1_2,statcounter,1,firefox,2,1414,379,353,12.035928959
55_1_3,statcounter,1,firefox,3,1339,1011.8,338,8.275807557500002
55_1_4,statcounter,1,firefox,4,1317,1179.4,335,11.939867422
55_1_5,statcounter,1,firefox,5,1345,1786.3,383,6.0938408505
55_1_6,statcounter,1,firefox,6,1373,3448.2,341,12.5980646125
55_1_7,statcounter,1,firefox,7,1334,728.5,342,10.80195678
55_1_8,statcounter,1,firefox,8,1421,612.2,382,14.957700702999997
55_1_9,statcounter,1,firefox,9,1399,1108.1,454,16.8497345945
56_0_0,python,0,chrome,0,1287,1840.3,1840.3,6.9300822570000005
56_0_1,python,0,chrome,1,1258,1592.3,1592.3,3.9144049605000006
56_0_2,python,0,chrome,2,1276,1618.9,1618.9,7.525726849999998
56_0_3,python,0,chrome,3,1268,1599.6,1599.6,5.402281030500001
56_0_4,python,0,chrome,4,1128,1733.4,1733.4,1.5412468495000002
56_0_5,python,0,chrome,5,1261,1822.6,1822.6,4.108953080499999
56_0_6,python,0,chrome,6,1113,1720.1,1720.1,3.712642877
56_0_7,python,0,chrome,7,1182,1786.3,1786.3,4.671202258999999
56_0_8,python,0,chrome,8,1260,1593.9,1593.9,4.122346812500002
56_0_9,python,0,chrome,9,1167,1570.4,1570.4,5.6276453535
56_1_0,python,0,firefox,0,975,672.2,749,5.985964999999999
56_1_1,python,0,firefox,1,987,2547.4,732,15.5837672645
56_1_2,python,0,firefox,2,923,825,688,13.7048461535
56_1_3,python,0,firefox,3,931,637.4,706,8.2847051185
56_1_4,python,0,firefox,4,999,1312.5,765,13.206158109
56_1_5,python,0,firefox,5,995,1132.3,762,8.659478782999999
56_1_6,python,0,firefox,6,919,1132.3,693,7.0629007565
56_1_7,python,0,firefox,7,974,1261.8,737,8.195777092
56_1_8,python,0,firefox,8,972,385.7,744,8.986111592
56_1_9,python,0,firefox,9,937,546.8,716,6.2192129225
57_0_0,bootstrap,0,chrome,0,980,1394.1,1394.1,3.4249699110000003
57_0_1,bootstrap,0,chrome,1,855,1288.7,1288.7,2.111311728
57_0_2,bootstrap,0,chrome,2,685,1224,1224,5.549385609500002
57_0_3,bootstrap,0,chrome,3,717,1280.6,1280.6,2.314085454
57_0_4,bootstrap,0,chrome,4,812,1226.7,1226.7,3.5972585755
57_0_5,bootstrap,0,chrome,5,1058,1587,1587,2.9861449934999995
57_0_6,bootstrap,0,chrome,6,631,1119.5,1119.5,4.0450444995
57_0_7,bootstrap,0,chrome,7,758,1196.1,1196.1,1.9408767065
57_0_8,bootstrap,0,chrome,8,779,1288,1288,4.275663474
57_0_9,bootstrap,0,chrome,9,673,1118,1118,7.502644851
57_1_0,bootstrap,0,firefox,0,488,1050.8,476,12.985341861
57_1_1,bootstrap,0,firefox,1,451,876.3,444,7.2139253405
57_1_2,bootstrap,0,firefox,2,506,379,493,6.467395754
57_1_3,bootstrap,0,firefox,3,529,1384.3,515,6.5468687415
57_1_4,bootstrap,0,firefox,4,544,1181.3,489,10.0130799515
57_1_5,bootstrap,0,firefox,5,524,736,516,8.012273494
57_1_6,bootstrap,0,firefox,6,464,767,448,6.612322817500001
57_1_7,bootstrap,0,firefox,7,450,1732,442,14.0228042485
57_1_8,bootstrap,0,firefox,8,538,1266.4,532,10.065512653999996
57_1_9,bootstrap,0,firefox,9,561,602.9,547,2.150927292
58_0_0,stackexhange,1,chrome,0,783,1158.6,1158.6,7.254813152500001
58_0_1,stackexhange,1,chrome,1,768,1136.3,1136.3,5.833295484499999
58_0_2,stackexhange,1,chrome,2,848,1225.2,1225.2,7.599044961499999
58_0_3,stackexhange,1,chrome,3,829,1231.9,1231.9,5.4954931155
58_0_4,stackexhange,1,chrome,4,755,1123.5,1123.5,4.2562019395
58_0_5,stackexhange,1,chrome,5,782,1168.5,1168.5,4.487072920499999
58_0_6,stackexhange,1,chrome,6,811,1185.7,1185.7,6.893576936500001
58_0_7,stackexhange,1,chrome,7,2333,2693.4,2693.4,7.803339687999999
58_0_8,stackexhange,1,chrome,8,749,1119.2,1119.2,10.710795507000004
58_0_9,stackexhange,1,chrome,9,812,1190.9,1190.9,5.2702192215000006
58_1_0,stackexhange,1,firefox,0,762,379.6,419,12.1118629
58_1_1,stackexhange,1,firefox,1,779,2084.7,675,9.747752404500002
58_1_2,stackexhange,1,firefox,2,842,766.3,668,14.614579773
58_1_3,stackexhange,1,firefox,3,812,822.2,678,14.438132488
58_1_4,stackexhange,1,firefox,4,815,1242.2,467,10.585524232
58_1_5,stackexhange,1,firefox,5,839,3324.4,661,15.7747805555
58_1_6,stackexhange,1,firefox,6,1725,1532.8,722,6.560096082
58_1_7,stackexhange,1,firefox,7,755,624.3,604,8.3210246845
58_1_8,stackexhange,1,firefox,8,835,1215.8,680,10.8916441705
58_1_9,stackexhange,1,firefox,9,758,1609.4,410,16.7897076825
59_0_0,ftc,0,chrome,0,1734,1437.1,1437.1,6.073863211999999
59_0_1,ftc,0,chrome,1,1595,1375.7,1375.7,4.867461878
59_0_2,ftc,0,chrome,2,1641,1408.9,1408.9,12.979233706000002
59_0_3,ftc,0,chrome,3,2011,1714.3,1714.3,5.511120119000001
59_0_4,ftc,0,chrome,4,1618,1389.6,1389.6,11.4402116075
59_0_5,ftc,0,chrome,5,1724,1454.3,1454.3,6.0439734640000005
59_0_6,ftc,0,chrome,6,1702,1411.4,1411.4,6.783769551
59_0_7,ftc,0,chrome,7,1861,1500.2,1500.2,10.310262472000002
59_0_8,ftc,0,chrome,8,3100,2209,2209,8.462900879500001
59_0_9,ftc,0,chrome,9,1878,1525.5,1525.5,7.939214870500001
59_1_0,ftc,0,firefox,0,1939,379,1038,9.9422526135
59_1_1,ftc,0,firefox,1,1993,1163,1097,9.756870591
59_1_2,ftc,0,firefox,2,1924,1292.3,1025,11.129365292
59_1_3,ftc,0,firefox,3,1965,1425.6,1057,12.283517282500002
59_1_4,ftc,0,firefox,4,1887,1291.1,984,11.6725297705
59_1_5,ftc,0,firefox,5,1912,1039.8,1028,13.569411978999998
59_1_6,ftc,0,firefox,6,1939,825,991,10.8762063435
59_1_7,ftc,0,firefox,7,2045,1191.8,1125,18.181940839500005
59_1_8,ftc,0,firefox,8,1939,559.7,1007,11.1593414475
59_1_9,ftc,0,firefox,9,1996,743.2,1069,15.5809835845
60_0_0,aparat,0,chrome,0,1325,1584.7,1584.7,8.3265402045
60_0_1,aparat,0,chrome,1,1320,1571.9,1571.9,8.896498963500001
60_0_2,aparat,0,chrome,2,1389,1645.1,1645.1,9.1318177595
60_0_3,aparat,0,chrome,3,1500,1762.4,1762.4,6.340278013499999
60_0_4,aparat,0,chrome,4,1278,1531.8,1531.8,8.532730774000003
60_0_5,aparat,0,chrome,5,1306,1557.4,1557.4,15.201538547999998
60_0_6,aparat,0,chrome,6,1266,1512,1512,6.889178373000002
60_0_7,aparat,0,chrome,7,1367,1609.4,1609.4,6.2376451175000005
60_0_8,aparat,0,chrome,8,1285,1557.4,1557.4,9.721044119999997
60_0_9,aparat,0,chrome,9,1265,1513.8,1513.8,9.7218041805
60_1_0,aparat,0,firefox,0,1390,2483.4,1219,7.3641713645
60_1_1,aparat,0,firefox,1,2284,794.3,1921,10.7473399145
60_1_2,aparat,0,firefox,2,1262,1504.1,1191,11.114965238499998
60_1_3,aparat,0,firefox,3,1298,1291.1,1168,13.382593122000005
60_1_4,aparat,0,firefox,4,2122,1295,1870,19.0292658385
60_1_5,aparat,0,firefox,5,1225,1226.7,1158,11.827147174
60_1_6,aparat,0,firefox,6,1265,1411.4,1194,15.762061168
60_1_7,aparat,0,firefox,7,1257,644.8,1113,17.936144357
60_1_8,aparat,0,firefox,8,1340,385.7,1201,18.7466875865
60_1_9,aparat,0,firefox,9,1270,1266.4,1118,13.480118041500004
61_0_0,,,,,,,,1.071924234
61_0_1,,,,,,,,12.912171991
61_0_2,,,,,,,,12.429473633
61_0_3,,,,,,,,10.3133286845
61_0_4,,,,,,,,8.4617837815
61_0_5,,,,,,,,13.6019140045
61_0_6,,,,,,,,13.111703973
61_0_7,,,,,,,,14.803077747000003
61_0_8,,,,,,,,14.665934208500005
61_0_9,,,,,,,,7.970115974499999
61_1_0,,,,,,,,21.608328999
61_1_1,,,,,,,,20.8962388935
61_1_2,,,,,,,,14.439680907499998
61_1_3,,,,,,,,15.090464612499998
61_1_4,,,,,,,,19.363329207
61_1_5,,,,,,,,21.496200768
61_1_6,,,,,,,,22.519646396999995
61_1_7,,,,,,,,29.0756313165
61_1_8,,,,,,,,20.082844694
61_1_9,,,,,,,,20.12256943000001
62_0_0,adobe,1,chrome,0,3860,2052.8,2052.8,13.417577269000002
62_0_1,adobe,1,chrome,1,3985,2016.9,2016.9,10.717355610000002
62_0_2,adobe,1,chrome,2,3799,2168.7,2168.7,16.079018651500004
62_0_3,adobe,1,chrome,3,4240,2084.7,2084.7,13.9968413965
62_0_4,adobe,1,chrome,4,3794,2050,2050,10.722719083999998
62_0_5,adobe,1,chrome,5,4120,2063.6,2063.6,7.377913655999999
62_0_6,adobe,1,chrome,6,4229,2120.9,2120.9,9.463163012
62_0_7,adobe,1,chrome,7,4931,3074.8,3074.8,18.6708563565
62_0_8,adobe,1,chrome,8,5443,2783.2,2783.2,7.783393766
62_0_9,adobe,1,chrome,9,4070,2128.7,2128.7,15.642298296000003
62_1_0,adobe,1,firefox,0,3220,1487.1,2045,15.049072383
62_1_1,adobe,1,firefox,1,3454,782.6,2444,17.171653314999997
62_1_2,adobe,1,firefox,2,3400,570.9,2439,20.430766628
62_1_3,adobe,1,firefox,3,3501,1282.4,2430,15.026069793
62_1_4,adobe,1,firefox,4,3485,2050,2495,13.5086857675
62_1_5,adobe,1,firefox,5,3470,1007.8,2542,17.9000050175
62_1_6,adobe,1,firefox,6,5493,1526.9,3711,14.283704668
62_1_7,adobe,1,firefox,7,3387,360.9,2475,14.845058797500002
62_1_8,adobe,1,firefox,8,3436,2487.1,2381,22.852771698500003
62_1_9,adobe,1,firefox,9,3443,822.1,2454,18.6694900825
63_0_0,ed,1,chrome,0,667,894.2,894.2,5.769361816
63_0_1,ed,1,chrome,1,727,980.3,980.3,2.8233868245
63_0_2,ed,1,chrome,2,704,869.3,869.3,4.2711512075
63_0_3,ed,1,chrome,3,612,862.2,862.2,5.541914622999999
63_0_4,ed,1,chrome,4,1382,1614.9,1614.9,5.916305887999999
63_0_5,ed,1,chrome,5,652,800.4,800.4,2.956924439
63_0_6,ed,1,chrome,6,647,921.1,921.1,6.348446545
63_0_7,ed,1,chrome,7,727,975,975,4.3137708435
63_0_8,ed,1,chrome,8,634,892,892,3.079547059
63_0_9,ed,1,chrome,9,611,771,771,5.2339370975
63_1_0,ed,1,firefox,0,624,400.1,624,14.7868850685
63_1_1,ed,1,firefox,1,718,601.5,574,13.2839649435
63_1_2,ed,1,firefox,2,660,772.5,504,8.347577331999998
63_1_3,ed,1,firefox,3,600,419.3,592,7.118078435999999
63_1_4,ed,1,firefox,4,561,931,545,7.400714826
63_1_5,ed,1,firefox,5,582,1003.5,571,7.823826041000001
63_1_6,ed,1,firefox,6,696,1229.3,550,11.780793827500002
63_1_7,ed,1,firefox,7,592,933.6,436,6.905938795
63_1_8,ed,1,firefox,8,675,1187.9,507,12.508981836
63_1_9,ed,1,firefox,9,606,1215.8,589,8.2290216885
